ID,target_file1,target_file2
bdc5992c497fb012.jpg,3,7
c036db3c7faf33d3.jpg,3,7
c6d36e23adc6bbfc.jpg,7,14
c7c1f311de037765.jpg,6,10
c8072561c79a1d17.jpg,7,1
c9476b4f144b6122.jpg,10,11
d0ec26d551eed460.jpg,4,7
d130c5f394bce960.jpg,7,4
d2d64c506f6e8a40.jpg,7,4
d6bf9861273c09e5.jpg,7,3
da6c129cff3ee029.jpg,4,14
daec86dd99b12f19.jpg,7,1
dbc32b2bbaa1e39b.jpg,4,14
dc06b2e2e95d2ce9.jpg,7,10
dedfd817bb5bb34b.jpg,12,10
e2ed14237d2b61fa.jpg,4,14
e4fc86b24e984ce3.jpg,7,4
e6cda492548183c8.jpg,7,3
ea9180aa7df6ee51.jpg,4,14
eb5bf191c86bb4eb.jpg,4,7
ebae9fff20813575.jpg,7,4
efa8c45de5d14c7f.jpg,7,14
f10b09c552e128cc.jpg,1,6
f28f000c0b922231.jpg,3,7
f2e3d8d512fe5af9.jpg,7,4
f42e74a589ea5a40.jpg,7,3
f5e808667c1a793f.jpg,4,3
f633cb1682c13eef.jpg,7,14
f742c25b6b4498d6.jpg,7,3
f81f2926e990d373.jpg,7,3
f831eba2f22f6104.jpg,3,7
f867719ca398753f.jpg,7,3
f976ea88bbf535fd.jpg,7,14
f9b9b6043c0eefed.jpg,3,7
fb947536ad14961a.jpg,7,4
fc2a40463c5fbc62.jpg,3,7
